Task,model,feature,avg_ranking,avg_coefficient,list_coefficients,signal
Survival,7,anx_y,0.015287899258006185,0.02961961109371593,"(0.00178701458775887, 0.00700276673587909, 0.0469329214376006, 0.0237555835889144, -0.0068198985274471, 0.041859738270358, 0.0517016206999381, 0.0415153719421918, 0.0423022556074347, 0.0461587365945309)",+
Survival,7,openness_y,0.015278242637564856,-0.006773043996214265,"(0.059789274550389, 0.0480621223070104, -0.00519720665587077, -0.0199438373331085, -0.0115780574310547, -0.0297965179711532, -0.0484286960738426, -0.0377598323332046, -0.0171499926498725, -0.0057276963714351795)",-
Survival,7,male_x,0.015111757632356216,0.012728974204315378,"(-0.0598718709266308, -0.00426702065861695, 0.00703543140168559, 0.0035561057510438898, 0.049446926001775006, -0.00426600351044356, 0.02477184061589, 0.0474204845377277, 0.0167743982055316, 0.0466894506251913)",+
Survival,7,cogproc_x,0.015031732385181787,0.03218234520506007,"(0.0077571870995062206, 0.0109223811692501, 0.0380547691240345, 0.0258139368570987, 0.0432729682334344, 0.0301724200565453, 0.0482136113422493, 0.0338174544776684, 0.0416418980189788, 0.042156825671835)",+
Survival,7,hear_y,0.0145689256782701,0.01908371105847553,"(0.0131201730654105, 0.036560413738444, 0.0648570204264106, 0.0556334115900087, 0.00564702501817443, 0.0254871542072913, -0.0123526393606833, -0.008605266096530959, 0.0223542910356015, -0.0118644730393715)",+
Survival,7,female_y,0.014312821212448184,0.02451784948652155,"(0.0178924666839764, 0.0196351280025124, 0.0155127641186343, 0.00154832377321669, 0.0245635388402875, 0.0305809454863531, 0.0434014618268113, 0.0714054370969122, 0.0163975710290697, 0.00424085800744191)",+
Survival,7,leisure_y,0.014259635011826737,-0.023734066323479134,"(-0.0583197124107212, 0.0144827066919686, -0.0318770492578371, 0.00706440829714824, -0.00122071046714938, -0.0509482457856198, -0.0341199178044351, -0.036623975520313, -0.0207885556674822, -0.0249896113103504)",-
Survival,7,transitivity,0.014080694564201534,0.02624206862913992,"(0.0124878633051964, 0.0275970804680189, 0.054168197686360005, 0.0491378178166138, 0.0479587432497959, 0.0344614780740066, 0.0221018977869242, 0.0288656205072821, -0.00997181758443206, -0.0043861950183667)",+
Survival,7,motion_x,0.013979866742252992,0.018004516860990187,"(-0.00821847868138544, -0.00573497389596987, -0.0117385770720978, -0.0131498923619787, 0.0393212258795709, 0.0255624104753461, 0.0171006730323723, 0.0495161291158868, 0.025260958487271, 0.0621256936308866)",+
Survival,7,assent_y,0.013809971137763258,-0.020900069879349968,"(-0.0131572823440042, -0.0541318365862048, -0.00557347472849214, -0.0118399801233599, -0.000835668313322544, -0.028674464085583, -0.0145752158267699, -0.059520909224629, -0.0444126046282779, 0.0237207370671437)",-
Survival,7,certain_y,0.01366338243419076,-0.019808289381353233,"(-0.0616407876632649, -0.0269652922089957, -0.0560439252590806, -0.00896216310331428, -0.0278001497070161, -0.00520333714087551, 0.000288190969337349, -0.00523511194053484, -0.0298671225259525, 0.0233468047661647)",-
Survival,7,median_posts_users,0.01321786731454264,-0.010873877598249681,"(-0.0068347507137497794, -0.0363352530816531, -0.0257309149374696, -0.0399710337188797, -0.0545103593963764, -0.0170947432857137, 0.00560930816766837, 0.0061164627841674, 0.0360869231997796, 0.0239255849997301)",-
Survival,7,num_parent,0.01317475259108965,-0.024794533347834675,"(-0.0464774408820009, 0.0047544488616916, -0.0333821593588375, -0.0178658530204655, -0.0467955409072782, -0.0338861707835944, -0.0381411247885791, -0.0388355317239566, -0.0019643905526213396, 0.00464842967729518)",-
Survival,7,anger_y,0.013090931408179084,-0.022485901669011824,"(0.0180243999275254, -0.030611875159961003, 0.012528649525218, -0.0163497843510893, -0.0344966866668813, -0.0472614073540307, -0.0375777763208219, -0.0406369287956473, -0.0205736810611407, -0.0279039264332894)",-
Survival,7,focuspast_y,0.013017230327013293,-0.0203327400109597,"(-0.028375978117116, -0.0151047192202327, -0.0275287604406953, -0.00367489438936968, 0.00947943204175297, 0.00245345254571918, -0.0597446197778764, -0.0497039386092458, -0.0180256247235271, -0.0131017494190062)",-
Survival,7,tentat_x,0.012705630577209026,0.013606761336093825,"(0.00770621347021977, -0.0168157072301716, -0.0240798583431663, -0.0182205837932116, 0.015267587657936002, 0.0524747968127963, 0.0525852293164599, 0.0255058456985544, 0.0338721238165798, 0.00777196595494155)",+
Survival,7,percept_y,0.01226801911480434,0.02579365114031291,"(0.0298256155975069, 0.010703725713923001, 0.0534296112830017, 0.0395742447903192, 0.0420617168379956, 0.0193680572358754, 0.0326958290402393, 0.019269078676301003, 0.0143814695717288, -0.00337283734376179)",+
Survival,7,ppron_x,0.012139586749698192,-0.02625734794825042,"(-0.0422095668240718, -0.0483846748613304, -0.0334346991867704, -0.0202865456340234, -0.0195631962622786, -0.0152501504599761, -0.0279095040222214, -0.0152658826039008, -0.0272221055101352, -0.0130471541177961)",-
Survival,7,motion_y,0.011968371353027555,-0.014017648291417098,"(0.00961087783714319, 0.0214902031654368, 0.000513456620275171, -0.00479152002886284, 0.0034494497218111896, -0.0127754439840036, -0.0556595732533059, -0.0414614939470791, -0.0166410729534379, -0.043911366092148)",-
Survival,7,avg_gap_posts,0.011956080941608684,-0.005936306434519823,"(0.0424486425958518, -0.017637164503515, 0.0152571283935994, 0.0263517924629911, -0.00272598954196953, 0.0140259005862943, -0.0315323108561725, -0.0484854272140746, -0.0343768641394678, -0.0226887721287354)",-
Survival,7,prep_y,0.01195010278944796,-0.016018646395107295,"(0.0108036755150413, -0.0652988809610927, -0.0624180205394211, -0.0109277030212836, -0.0230571225928543, -0.00962392834202348, 0.005560065951609561, -0.00416041765088436, -0.00895115845707684, 0.007887026146912559)",-
Survival,7,they_y,0.011744024646624643,6.418764287699114e-05,"(-0.0057156857391151795, 0.0159348132461589, -0.0183701057954941, -0.0238235611448142, -0.0303376652959409, -0.0281896401775237, -0.005507025690003621, 0.0177586260340915, 0.0521939605231171, 0.0266981604682941)",+
Survival,7,space_x,0.011703334403584911,-0.010392833714841353,"(0.00879912396402142, -0.00382203418843442, 0.0424509538819509, -0.0287296703198865, -0.0547301291415426, -0.0283958782213521, -0.0202888201895874, -0.0108581052740595, -0.00861174704882567, 0.000257969389302331)",-
Survival,7,filler_y,0.01166861961141468,-0.00834851435834475,"(0.0035420967588419, -0.0332486004995597, 0.0327322469834166, -0.0185465757093657, 0.040216438051709005, 0.00235693389773589, -0.0223114683723888, -0.0512770395276014, -0.0122404902193123, -0.024708684946922996)",-
Survival,7,differ_y,0.011595322132739155,0.0009024179213048995,"(-0.0616973767990581, -0.00178725683247481, 0.0100841129730203, 0.0366067376422794, -0.016957218902441003, 0.0108065053418714, 0.0297754360333743, -0.0068124016074938, 0.00883609183043506, 0.00016954953353624498)",+
Survival,7,social_x,0.011472734503432004,-0.022297725194303227,"(0.0195968346819974, -0.0184011377355754, -0.0337344905611713, -0.00688287803273945, -0.0323220423099476, -0.0276852394031715, -0.0286150376986437, -0.0380700610970416, -0.0400270537575259, -0.0168361460292132)",-
Survival,7,money_x,0.011447085773267227,-0.004661269137953653,"(-0.00267737013377292, 0.0267417408269867, 0.0434975998593707, -0.022296819942802, -0.0035276869523815898, -0.0423486385373599, -0.0449455295133451, 0.0185958792862761, 0.0064075777018668895, -0.0260594439743754)",-
Survival,7,assent_x,0.011443549984871012,-0.020414722174894977,"(-0.00707952454230938, -0.026562046942811002, -0.00859930537526101, 0.005379447433544121, -0.0238436171989906, -0.0569859046824213, -0.0407926160252707, -0.0081819353436323, -0.0186043390161416, -0.018877380055656003)",-
